,sexe,preusuel,annais,dpt,nombre
100267,1,ANDREA,2017,31,13
100268,1,ANDREA,2017,33,8
100269,1,ANDREA,2017,34,6
100270,1,ANDREA,2017,35,3
100271,1,ANDREA,2017,38,9
100272,1,ANDREA,2017,42,7
100273,1,ANDREA,2017,44,4
100274,1,ANDREA,2017,49,3
100275,1,ANDREA,2017,54,8
100276,1,ANDREA,2017,57,11
100277,1,ANDREA,2017,59,9
100278,1,ANDREA,2017,60,5
100279,1,ANDREA,2017,67,3
100280,1,ANDREA,2017,68,3
100281,1,ANDREA,2017,69,29
100282,1,ANDREA,2017,73,4
100283,1,ANDREA,2017,74,13
100284,1,ANDREA,2017,75,43
100285,1,ANDREA,2017,77,8
100286,1,ANDREA,2017,78,7
100287,1,ANDREA,2017,83,15
100288,1,ANDREA,2017,84,5
100289,1,ANDREA,2017,85,3
100290,1,ANDREA,2017,91,3
100291,1,ANDREA,2017,92,22
100292,1,ANDREA,2017,93,4
100293,1,ANDREA,2017,94,10
100294,1,ANDREA,2017,95,7
100633,1,ANDREAS,2017,13,5
100634,1,ANDREAS,2017,45,3
100635,1,ANDREAS,2017,69,3
100636,1,ANDREAS,2017,74,3
100637,1,ANDREAS,2017,75,7
100638,1,ANDREAS,2017,78,4
100639,1,ANDREAS,2017,83,3
100689,1,ANDREI,2017,20,3
100690,1,ANDREI,2017,76,3
100691,1,ANDREI,2017,92,5
100692,1,ANDREI,2017,93,14
100693,1,ANDREI,2017,94,4
101130,1,ANDREW,2017,26,3
101131,1,ANDREW,2017,29,3
101132,1,ANDREW,2017,59,3
101133,1,ANDREW,2017,62,5
101134,1,ANDREW,2017,69,4
101135,1,ANDREW,2017,74,4
101136,1,ANDREW,2017,75,4
101137,1,ANDREW,2017,77,4
101138,1,ANDREW,2017,78,3
101139,1,ANDREW,2017,84,4
101140,1,ANDREW,2017,91,6
101141,1,ANDREW,2017,92,3
101142,1,ANDREW,2017,93,3
101143,1,ANDREW,2017,95,4
101144,1,ANDREW,2017,971,3
101188,1,ANDRIA,2017,20,22
109043,1,ANDRÉ,2017,06,5
109044,1,ANDRÉ,2017,33,4
109045,1,ANDRÉ,2017,44,3
109046,1,ANDRÉ,2017,59,3
109047,1,ANDRÉ,2017,64,4
109048,1,ANDRÉ,2017,69,5
109049,1,ANDRÉ,2017,75,17
109050,1,ANDRÉ,2017,76,3
109051,1,ANDRÉ,2017,78,8
109052,1,ANDRÉ,2017,92,7
109053,1,ANDRÉ,2017,93,3
109054,1,ANDRÉ,2017,94,6
109055,1,ANDRÉ,2017,973,3
109651,1,ANDRÉA,2017,06,6
109652,1,ANDRÉA,2017,13,6
109653,1,ANDRÉA,2017,21,3
109654,1,ANDRÉA,2017,26,4
109655,1,ANDRÉA,2017,33,3
109656,1,ANDRÉA,2017,34,4
109657,1,ANDRÉA,2017,38,3
109658,1,ANDRÉA,2017,42,5
109659,1,ANDRÉA,2017,44,5
109660,1,ANDRÉA,2017,56,3
109661,1,ANDRÉA,2017,59,7
109662,1,ANDRÉA,2017,66,3
109663,1,ANDRÉA,2017,69,4
109664,1,ANDRÉA,2017,71,3
109665,1,ANDRÉA,2017,73,4
109666,1,ANDRÉA,2017,74,3
109667,1,ANDRÉA,2017,75,9
109668,1,ANDRÉA,2017,77,5
109669,1,ANDRÉA,2017,83,5
109670,1,ANDRÉA,2017,84,4
109671,1,ANDRÉA,2017,91,3
109749,1,ANDRÉAS,2017,41,3
109750,1,ANDRÉAS,2017,42,4
109751,1,ANDRÉAS,2017,44,4
109752,1,ANDRÉAS,2017,59,4
109753,1,ANDRÉAS,2017,69,3
109754,1,ANDRÉAS,2017,75,4
109755,1,ANDRÉAS,2017,78,4
109756,1,ANDRÉAS,2017,83,3
109757,1,ANDRÉAS,2017,95,3
109774,1,ANDRÉS,2017,75,5
111215,1,ANDY,2017,06,6
111216,1,ANDY,2017,13,12
111217,1,ANDY,2017,14,3
111218,1,ANDY,2017,17,3
111219,1,ANDY,2017,31,5
111220,1,ANDY,2017,34,3
111221,1,ANDY,2017,37,3
111222,1,ANDY,2017,44,3
111223,1,ANDY,2017,51,3
111224,1,ANDY,2017,57,3
111225,1,ANDY,2017,59,6
111226,1,ANDY,2017,60,4
111227,1,ANDY,2017,62,4
111228,1,ANDY,2017,69,4
111229,1,ANDY,2017,73,3
111230,1,ANDY,2017,74,3
111231,1,ANDY,2017,75,7
111232,1,ANDY,2017,77,5
111233,1,ANDY,2017,78,3
111234,1,ANDY,2017,83,4
111235,1,ANDY,2017,91,9
111236,1,ANDY,2017,93,6
111237,1,ANDY,2017,94,6
111238,1,ANDY,2017,95,6
111239,1,ANDY,2017,972,3
111240,1,ANDY,2017,973,3
111241,1,ANDY,2017,974,9
111377,1,ANES,2017,13,8
111378,1,ANES,2017,34,3
111379,1,ANES,2017,38,4
111380,1,ANES,2017,59,7
111381,1,ANES,2017,67,5
111382,1,ANES,2017,69,9
111383,1,ANES,2017,75,11
111384,1,ANES,2017,76,3
111385,1,ANES,2017,77,4
111386,1,ANES,2017,91,6
111387,1,ANES,2017,93,7
111388,1,ANES,2017,94,8
111407,1,ANESS,2017,13,4
111408,1,ANESS,2017,69,5
112710,1,ANGE,2017,06,11
112711,1,ANGE,2017,13,28
112712,1,ANGE,2017,14,3
112713,1,ANGE,2017,19,3
112714,1,ANGE,2017,20,15
112715,1,ANGE,2017,22,4
112716,1,ANGE,2017,24,4
112717,1,ANGE,2017,30,5
112718,1,ANGE,2017,31,4
112719,1,ANGE,2017,34,3
112720,1,ANGE,2017,38,4
112721,1,ANGE,2017,42,4
112722,1,ANGE,2017,44,3
112723,1,ANGE,2017,51,3
112724,1,ANGE,2017,54,3
112725,1,ANGE,2017,57,3
112726,1,ANGE,2017,59,6
112727,1,ANGE,2017,60,3
112728,1,ANGE,2017,62,4
112729,1,ANGE,2017,63,3
112730,1,ANGE,2017,69,4
112731,1,ANGE,2017,73,5
112732,1,ANGE,2017,75,14
112733,1,ANGE,2017,76,4
112734,1,ANGE,2017,77,4
112735,1,ANGE,2017,83,19
112736,1,ANGE,2017,84,4
112737,1,ANGE,2017,85,3
112738,1,ANGE,2017,92,6
112779,1,ANGE-BAPTISTE,2017,20,3
112814,1,ANGE-MARIE,2017,20,3
113767,1,ANGEL,2017,13,4
113768,1,ANGEL,2017,17,3
113769,1,ANGEL,2017,29,4
113770,1,ANGEL,2017,31,5
113771,1,ANGEL,2017,33,9
113772,1,ANGEL,2017,34,4
113773,1,ANGEL,2017,45,3
113774,1,ANGEL,2017,59,5
113775,1,ANGEL,2017,65,3
113776,1,ANGEL,2017,66,3
113777,1,ANGEL,2017,69,4
113778,1,ANGEL,2017,75,4
113779,1,ANGEL,2017,77,5
113780,1,ANGEL,2017,78,4
113781,1,ANGEL,2017,92,6
113782,1,ANGEL,2017,94,6
113783,1,ANGEL,2017,971,5
113784,1,ANGEL,2017,973,6
113785,1,ANGEL,2017,974,12
115311,1,ANGELO,2017,03,4
115312,1,ANGELO,2017,06,12
115313,1,ANGELO,2017,13,17
115314,1,ANGELO,2017,16,3
115315,1,ANGELO,2017,23,3
115316,1,ANGELO,2017,26,5
115317,1,ANGELO,2017,27,3
115318,1,ANGELO,2017,31,8
115319,1,ANGELO,2017,33,4
115320,1,ANGELO,2017,34,5
115321,1,ANGELO,2017,35,4
115322,1,ANGELO,2017,44,5
115323,1,ANGELO,2017,57,5
115324,1,ANGELO,2017,59,6
115325,1,ANGELO,2017,64,3
115326,1,ANGELO,2017,67,3
115327,1,ANGELO,2017,69,9
115328,1,ANGELO,2017,74,3
115329,1,ANGELO,2017,75,6
115330,1,ANGELO,2017,76,3
115331,1,ANGELO,2017,77,4
115332,1,ANGELO,2017,78,3
115333,1,ANGELO,2017,83,5
115334,1,ANGELO,2017,84,5
115335,1,ANGELO,2017,85,3
115336,1,ANGELO,2017,88,3
115337,1,ANGELO,2017,90,3
115338,1,ANGELO,2017,93,4
115339,1,ANGELO,2017,94,7
115340,1,ANGELO,2017,95,7
115404,1,ANGHJULU,2017,20,6
115443,1,ANGÉLO,2017,59,3
115444,1,ANGÉLO,2017,83,3
115664,1,ANIK,2017,68,3
115680,1,ANIL,2017,93,3
115713,1,ANIR,2017,59,6
116537,1,ANIS,2017,06,6
116538,1,ANIS,2017,13,24
116539,1,ANIS,2017,25,4
116540,1,ANIS,2017,26,6
116541,1,ANIS,2017,30,4
116542,1,ANIS,2017,31,14
116543,1,ANIS,2017,33,5
116544,1,ANIS,2017,34,8
116545,1,ANIS,2017,38,11
116546,1,ANIS,2017,44,5
116547,1,ANIS,2017,45,6
116548,1,ANIS,2017,54,4
116549,1,ANIS,2017,57,7
116550,1,ANIS,2017,59,16
116551,1,ANIS,2017,60,4
116552,1,ANIS,2017,69,17
116553,1,ANIS,2017,72,4
116554,1,ANIS,2017,74,5
116555,1,ANIS,2017,75,16
116556,1,ANIS,2017,76,10
116557,1,ANIS,2017,77,5
116558,1,ANIS,2017,78,8
116559,1,ANIS,2017,84,6
116560,1,ANIS,2017,86,3
116561,1,ANIS,2017,91,9
116562,1,ANIS,2017,92,17
116563,1,ANIS,2017,93,30
116564,1,ANIS,2017,94,20
116565,1,ANIS,2017,95,15
116964,1,ANOUAR,2017,13,5
116965,1,ANOUAR,2017,34,4
116966,1,ANOUAR,2017,59,4
116967,1,ANOUAR,2017,78,3
116968,1,ANOUAR,2017,93,3
116969,1,ANOUAR,2017,94,3
117263,1,ANSELME,2017,01,3
117264,1,ANSELME,2017,44,3
117265,1,ANSELME,2017,75,3
117266,1,ANSELME,2017,92,3
117397,1,ANTHIME,2017,44,3
117398,1,ANTHIME,2017,59,6
117399,1,ANTHIME,2017,62,3
121624,1,ANTHONY,2017,01,3
121625,1,ANTHONY,2017,06,10
121626,1,ANTHONY,2017,07,4
121627,1,ANTHONY,2017,08,3
121628,1,ANTHONY,2017,13,12
121629,1,ANTHONY,2017,20,3
121630,1,ANTHONY,2017,26,3
121631,1,ANTHONY,2017,28,4
121632,1,ANTHONY,2017,30,3
121633,1,ANTHONY,2017,31,7
121634,1,ANTHONY,2017,34,3
121635,1,ANTHONY,2017,38,5
121636,1,ANTHONY,2017,57,5
121637,1,ANTHONY,2017,59,4
121638,1,ANTHONY,2017,62,4
121639,1,ANTHONY,2017,67,7
121640,1,ANTHONY,2017,68,5
121641,1,ANTHONY,2017,69,6
121642,1,ANTHONY,2017,72,4
121643,1,ANTHONY,2017,74,5
121644,1,ANTHONY,2017,75,10
121645,1,ANTHONY,2017,77,6
121646,1,ANTHONY,2017,78,6
121647,1,ANTHONY,2017,80,4
121648,1,ANTHONY,2017,83,5
121649,1,ANTHONY,2017,84,4
121650,1,ANTHONY,2017,91,6
121651,1,ANTHONY,2017,92,15
121652,1,ANTHONY,2017,93,10
121653,1,ANTHONY,2017,94,8
121654,1,ANTHONY,2017,95,7
121655,1,ANTHONY,2017,972,5
121656,1,ANTHONY,2017,973,9
121657,1,ANTHONY,2017,974,15
121707,1,ANTHYME,2017,59,3
121708,1,ANTHYME,2017,62,3
131158,1,ANTOINE,2017,01,10
131159,1,ANTOINE,2017,02,8
131160,1,ANTOINE,2017,03,12
131161,1,ANTOINE,2017,04,3
131162,1,ANTOINE,2017,05,3
131163,1,ANTOINE,2017,06,33
131164,1,ANTOINE,2017,07,12
131165,1,ANTOINE,2017,08,5
131166,1,ANTOINE,2017,10,7
131167,1,ANTOINE,2017,11,10
131168,1,ANTOINE,2017,12,6
131169,1,ANTOINE,2017,13,80
131170,1,ANTOINE,2017,14,22
131171,1,ANTOINE,2017,15,8
131172,1,ANTOINE,2017,16,9
131173,1,ANTOINE,2017,17,16
131174,1,ANTOINE,2017,18,7
131175,1,ANTOINE,2017,19,18
131176,1,ANTOINE,2017,20,23
131177,1,ANTOINE,2017,21,12
131178,1,ANTOINE,2017,22,16
131179,1,ANTOINE,2017,24,7
131180,1,ANTOINE,2017,25,9
131181,1,ANTOINE,2017,26,24
131182,1,ANTOINE,2017,27,5
131183,1,ANTOINE,2017,28,4
131184,1,ANTOINE,2017,29,24
131185,1,ANTOINE,2017,30,12
131186,1,ANTOINE,2017,31,64
131187,1,ANTOINE,2017,32,3
131188,1,ANTOINE,2017,33,72
131189,1,ANTOINE,2017,34,34
131190,1,ANTOINE,2017,35,43
131191,1,ANTOINE,2017,37,19
131192,1,ANTOINE,2017,38,36
131193,1,ANTOINE,2017,39,5
131194,1,ANTOINE,2017,40,9
131195,1,ANTOINE,2017,41,6
131196,1,ANTOINE,2017,42,28
131197,1,ANTOINE,2017,43,5
131198,1,ANTOINE,2017,44,39
131199,1,ANTOINE,2017,45,12
131200,1,ANTOINE,2017,47,11
131201,1,ANTOINE,2017,49,18
131202,1,ANTOINE,2017,50,11
131203,1,ANTOINE,2017,51,16
131204,1,ANTOINE,2017,52,4
131205,1,ANTOINE,2017,53,3
131206,1,ANTOINE,2017,54,27
131207,1,ANTOINE,2017,56,21
131208,1,ANTOINE,2017,57,27
131209,1,ANTOINE,2017,58,8
131210,1,ANTOINE,2017,59,85
131211,1,ANTOINE,2017,60,20
131212,1,ANTOINE,2017,61,6
131213,1,ANTOINE,2017,62,43
131214,1,ANTOINE,2017,63,34
131215,1,ANTOINE,2017,64,30
131216,1,ANTOINE,2017,65,7
131217,1,ANTOINE,2017,66,14
131218,1,ANTOINE,2017,67,61
131219,1,ANTOINE,2017,68,25
131220,1,ANTOINE,2017,69,93
131221,1,ANTOINE,2017,70,3
131222,1,ANTOINE,2017,71,15
131223,1,ANTOINE,2017,72,7
131224,1,ANTOINE,2017,73,20
131225,1,ANTOINE,2017,74,35
131226,1,ANTOINE,2017,75,138
131227,1,ANTOINE,2017,76,31
131228,1,ANTOINE,2017,77,34
131229,1,ANTOINE,2017,78,58
131230,1,ANTOINE,2017,79,6
131231,1,ANTOINE,2017,80,18
131232,1,ANTOINE,2017,81,8
131233,1,ANTOINE,2017,82,6
131234,1,ANTOINE,2017,83,41
131235,1,ANTOINE,2017,84,20
131236,1,ANTOINE,2017,85,7
131237,1,ANTOINE,2017,86,16
131238,1,ANTOINE,2017,87,7
131239,1,ANTOINE,2017,88,12
131240,1,ANTOINE,2017,89,7
131241,1,ANTOINE,2017,90,11
131242,1,ANTOINE,2017,91,21
131243,1,ANTOINE,2017,92,73
131244,1,ANTOINE,2017,93,13
131245,1,ANTOINE,2017,94,27
131246,1,ANTOINE,2017,95,25
131247,1,ANTOINE,2017,972,3
131248,1,ANTOINE,2017,973,3
131249,1,ANTOINE,2017,974,21
131780,1,ANTON,2017,06,9
131781,1,ANTON,2017,13,26
131782,1,ANTON,2017,26,3
131783,1,ANTON,2017,31,6
131784,1,ANTON,2017,33,10
131785,1,ANTON,2017,34,5
131786,1,ANTON,2017,38,3
131787,1,ANTON,2017,42,4
131788,1,ANTON,2017,44,5
131789,1,ANTON,2017,59,9
131790,1,ANTON,2017,60,3
131791,1,ANTON,2017,62,3
131792,1,ANTON,2017,64,3
131793,1,ANTON,2017,67,3
131794,1,ANTON,2017,69,4
131795,1,ANTON,2017,74,5
131796,1,ANTON,2017,75,23
131797,1,ANTON,2017,76,5
131798,1,ANTON,2017,83,11
131799,1,ANTON,2017,84,6
131800,1,ANTON,2017,92,10
131801,1,ANTON,2017,93,6
131802,1,ANTON,2017,94,7
131803,1,ANTON,2017,95,5
131866,1,ANTONE,2017,06,4
131867,1,ANTONE,2017,13,5
131868,1,ANTONE,2017,20,10
131869,1,ANTONE,2017,33,4
131870,1,ANTONE,2017,62,4
131871,1,ANTONE,2017,92,4
135382,1,ANTONIN,2017,01,4
135383,1,ANTONIN,2017,02,8
135384,1,ANTONIN,2017,03,5
135385,1,ANTONIN,2017,06,10
135386,1,ANTONIN,2017,07,4
135387,1,ANTONIN,2017,08,4
135388,1,ANTONIN,2017,10,5
135389,1,ANTONIN,2017,11,4
135390,1,ANTONIN,2017,12,3
135391,1,ANTONIN,2017,13,21
135392,1,ANTONIN,2017,14,7
135393,1,ANTONIN,2017,15,4
135394,1,ANTONIN,2017,16,6
135395,1,ANTONIN,2017,17,8
135396,1,ANTONIN,2017,18,6
135397,1,ANTONIN,2017,19,3
135398,1,ANTONIN,2017,21,4
135399,1,ANTONIN,2017,22,7
135400,1,ANTONIN,2017,24,5
135401,1,ANTONIN,2017,25,13
135402,1,ANTONIN,2017,26,13
135403,1,ANTONIN,2017,27,3
135404,1,ANTONIN,2017,28,6
135405,1,ANTONIN,2017,29,7
135406,1,ANTONIN,2017,30,8
135407,1,ANTONIN,2017,31,17
135408,1,ANTONIN,2017,33,18
135409,1,ANTONIN,2017,34,14
135410,1,ANTONIN,2017,35,21
135411,1,ANTONIN,2017,36,3
135412,1,ANTONIN,2017,37,4
135413,1,ANTONIN,2017,38,16
135414,1,ANTONIN,2017,39,4
135415,1,ANTONIN,2017,42,14
135416,1,ANTONIN,2017,43,3
135417,1,ANTONIN,2017,44,26
135418,1,ANTONIN,2017,45,6
135419,1,ANTONIN,2017,49,11
135420,1,ANTONIN,2017,50,8
135421,1,ANTONIN,2017,51,10
135422,1,ANTONIN,2017,53,4
135423,1,ANTONIN,2017,54,15
135424,1,ANTONIN,2017,55,4
135425,1,ANTONIN,2017,56,7
135426,1,ANTONIN,2017,57,12
135427,1,ANTONIN,2017,58,4
135428,1,ANTONIN,2017,59,29
135429,1,ANTONIN,2017,60,11
135430,1,ANTONIN,2017,61,6
135431,1,ANTONIN,2017,62,17
135432,1,ANTONIN,2017,63,9
135433,1,ANTONIN,2017,64,4
135434,1,ANTONIN,2017,66,3
135435,1,ANTONIN,2017,67,5
135436,1,ANTONIN,2017,68,11
135437,1,ANTONIN,2017,69,28
135438,1,ANTONIN,2017,71,5
135439,1,ANTONIN,2017,72,9
135440,1,ANTONIN,2017,73,4
135441,1,ANTONIN,2017,74,7
135442,1,ANTONIN,2017,75,30
135443,1,ANTONIN,2017,76,24
135444,1,ANTONIN,2017,77,6
135445,1,ANTONIN,2017,78,12
135446,1,ANTONIN,2017,80,14
135447,1,ANTONIN,2017,81,4
135448,1,ANTONIN,2017,82,3
135449,1,ANTONIN,2017,83,11
135450,1,ANTONIN,2017,84,11
135451,1,ANTONIN,2017,85,5
135452,1,ANTONIN,2017,86,7
135453,1,ANTONIN,2017,87,9
135454,1,ANTONIN,2017,88,9
135455,1,ANTONIN,2017,90,3
135456,1,ANTONIN,2017,91,6
135457,1,ANTONIN,2017,92,18
135458,1,ANTONIN,2017,94,5
135459,1,ANTONIN,2017,95,14
137558,1,ANTONIO,2017,06,7
137559,1,ANTONIO,2017,13,14
137560,1,ANTONIO,2017,33,5
137561,1,ANTONIO,2017,34,4
137562,1,ANTONIO,2017,66,7
137563,1,ANTONIO,2017,67,6
137564,1,ANTONIO,2017,69,3
137565,1,ANTONIO,2017,75,8
137566,1,ANTONIO,2017,77,3
137567,1,ANTONIO,2017,83,6
137568,1,ANTONIO,2017,92,6
137569,1,ANTONIO,2017,971,3
137599,1,ANTONN,2017,13,5
139662,1,ANTONY,2017,06,3
139663,1,ANTONY,2017,91,4
139664,1,ANTONY,2017,974,3
139725,1,ANTTON,2017,40,4
139726,1,ANTTON,2017,64,16
139731,1,ANUAR,2017,68,3
139751,1,ANWAR,2017,31,3
139752,1,ANWAR,2017,59,3
139771,1,ANÈS,2017,33,3
139772,1,ANÈS,2017,44,3
139773,1,ANÈS,2017,93,4
139795,1,AODREN,2017,35,3
139906,1,ARAM,2017,92,3
139919,1,ARAS,2017,13,5
139920,1,ARAS,2017,93,3
139921,1,ARAS,2017,95,5
140065,1,ARCHIBALD,2017,33,3
140066,1,ARCHIBALD,2017,69,5
140067,1,ARCHIBALD,2017,75,7
140224,1,ARDA,2017,67,3
140225,1,ARDA,2017,90,3
140226,1,ARDA,2017,93,5
140308,1,AREZKI,2017,69,3
140348,1,ARI,2017,69,3
140349,1,ARI,2017,74,3
140350,1,ARI,2017,75,6
140351,1,ARI,2017,92,3
140503,1,ARIEL,2017,67,3
140504,1,ARIEL,2017,69,5
140505,1,ARIEL,2017,75,19
140506,1,ARIEL,2017,92,5
140507,1,ARIEL,2017,93,3
140508,1,ARIEL,2017,94,3
140520,1,ARIF,2017,69,3
140556,1,ARIS,2017,59,3
140557,1,ARIS,2017,75,6
140558,1,ARIS,2017,92,6
140559,1,ARIS,2017,93,7
140560,1,ARIS,2017,94,6
140571,1,ARISH,2017,93,3
141524,1,ARISTIDE,2017,27,4
141525,1,ARISTIDE,2017,44,4
141526,1,ARISTIDE,2017,59,6
141527,1,ARISTIDE,2017,69,4
141528,1,ARISTIDE,2017,75,8
141545,1,ARITZ,2017,64,3
141556,1,ARIÉ,2017,75,9
141563,1,ARJUN,2017,93,4
141584,1,ARMAAN,2017,93,3
141614,1,ARMAN,2017,69,3
147529,1,ARMAND,2017,06,3
147530,1,ARMAND,2017,10,4
147531,1,ARMAND,2017,13,13
147532,1,ARMAND,2017,14,3
147533,1,ARMAND,2017,17,9
147534,1,ARMAND,2017,21,10
147535,1,ARMAND,2017,22,3
147536,1,ARMAND,2017,25,5
147537,1,ARMAND,2017,28,3
147538,1,ARMAND,2017,29,3
147539,1,ARMAND,2017,31,8
147540,1,ARMAND,2017,33,14
147541,1,ARMAND,2017,34,5
147542,1,ARMAND,2017,35,9
147543,1,ARMAND,2017,37,10
147544,1,ARMAND,2017,38,3
147545,1,ARMAND,2017,39,4
147546,1,ARMAND,2017,41,4
147547,1,ARMAND,2017,42,7
147548,1,ARMAND,2017,44,19
147549,1,ARMAND,2017,45,11
147550,1,ARMAND,2017,49,10
147551,1,ARMAND,2017,50,4
147552,1,ARMAND,2017,51,5
147553,1,ARMAND,2017,53,3
147554,1,ARMAND,2017,54,6
147555,1,ARMAND,2017,56,3
147556,1,ARMAND,2017,59,13
147557,1,ARMAND,2017,61,4
147558,1,ARMAND,2017,62,3
147559,1,ARMAND,2017,63,8
147560,1,ARMAND,2017,64,6
147561,1,ARMAND,2017,67,3
147562,1,ARMAND,2017,69,12
147563,1,ARMAND,2017,72,12
147564,1,ARMAND,2017,73,3
147565,1,ARMAND,2017,74,7
147566,1,ARMAND,2017,75,30
147567,1,ARMAND,2017,76,5
147568,1,ARMAND,2017,77,3
147569,1,ARMAND,2017,78,10
147570,1,ARMAND,2017,79,5
147571,1,ARMAND,2017,80,6
147572,1,ARMAND,2017,81,3
147573,1,ARMAND,2017,85,12
147574,1,ARMAND,2017,86,6
147575,1,ARMAND,2017,87,3
147576,1,ARMAND,2017,92,18
147577,1,ARMAND,2017,94,7
147578,1,ARMAND,2017,95,7
147725,1,ARMANDO,2017,93,3
148283,1,ARMEL,2017,17,3
148284,1,ARMEL,2017,22,8
148285,1,ARMEL,2017,29,9
148286,1,ARMEL,2017,31,4
148287,1,ARMEL,2017,35,8
148288,1,ARMEL,2017,38,6
148289,1,ARMEL,2017,44,11
148290,1,ARMEL,2017,45,3
148291,1,ARMEL,2017,49,4
148292,1,ARMEL,2017,53,4
148293,1,ARMEL,2017,56,4
148294,1,ARMEL,2017,59,3
148295,1,ARMEL,2017,69,8
148296,1,ARMEL,2017,75,7
148297,1,ARMEL,2017,78,3
148298,1,ARMEL,2017,92,3
148299,1,ARMEL,2017,93,3
148319,1,ARMEN,2017,75,3
152888,1,ARNAUD,2017,13,4
152889,1,ARNAUD,2017,33,3
152890,1,ARNAUD,2017,64,3
152891,1,ARNAUD,2017,67,6
152892,1,ARNAUD,2017,69,5
152893,1,ARNAUD,2017,73,3
152894,1,ARNAUD,2017,74,3
152895,1,ARNAUD,2017,75,6
152896,1,ARNAUD,2017,78,3
152897,1,ARNAUD,2017,92,4
152898,1,ARNAUD,2017,971,3
152899,1,ARNAUD,2017,974,3
153379,1,ARNO,2017,59,3
153380,1,ARNO,2017,69,5
153777,1,ARON,2017,06,4
153778,1,ARON,2017,13,4
153779,1,ARON,2017,21,4
153780,1,ARON,2017,26,3
153781,1,ARON,2017,33,4
153782,1,ARON,2017,38,5
153783,1,ARON,2017,42,5
153784,1,ARON,2017,45,4
153785,1,ARON,2017,54,4
153786,1,ARON,2017,57,3
153787,1,ARON,2017,59,7
153788,1,ARON,2017,60,3
153789,1,ARON,2017,62,3
153790,1,ARON,2017,63,5
153791,1,ARON,2017,67,5
153792,1,ARON,2017,69,9
153793,1,ARON,2017,74,4
153794,1,ARON,2017,75,5
153795,1,ARON,2017,78,4
153796,1,ARON,2017,85,4
153797,1,ARON,2017,90,3
153798,1,ARON,2017,91,3
153799,1,ARON,2017,92,4
153800,1,ARON,2017,93,5
153801,1,ARON,2017,95,3
153802,1,ARON,2017,974,4
153830,1,ARONE,2017,51,3
153840,1,ARONN,2017,44,3
153841,1,ARONN,2017,974,4
153872,1,ARSEN,2017,69,4
155453,1,ARSENE,2017,31,5
155454,1,ARSENE,2017,60,3
155455,1,ARSENE,2017,79,4
155677,1,ARSÈNE,2017,06,6
155678,1,ARSÈNE,2017,10,3
155679,1,ARSÈNE,2017,17,7
155680,1,ARSÈNE,2017,21,5
155681,1,ARSÈNE,2017,22,3
155682,1,ARSÈNE,2017,25,6
155683,1,ARSÈNE,2017,26,3
155684,1,ARSÈNE,2017,29,3
155685,1,ARSÈNE,2017,31,5
155686,1,ARSÈNE,2017,33,10
155687,1,ARSÈNE,2017,34,7
155688,1,ARSÈNE,2017,35,4
155689,1,ARSÈNE,2017,37,5
155690,1,ARSÈNE,2017,38,5
155691,1,ARSÈNE,2017,39,3
155692,1,ARSÈNE,2017,41,4
155693,1,ARSÈNE,2017,42,4
155694,1,ARSÈNE,2017,44,22
155695,1,ARSÈNE,2017,45,3
155696,1,ARSÈNE,2017,49,4
155697,1,ARSÈNE,2017,50,3
155698,1,ARSÈNE,2017,51,5
155699,1,ARSÈNE,2017,54,8
155700,1,ARSÈNE,2017,57,5
155701,1,ARSÈNE,2017,59,26
155702,1,ARSÈNE,2017,60,3
155703,1,ARSÈNE,2017,61,3
155704,1,ARSÈNE,2017,62,6
155705,1,ARSÈNE,2017,64,4
155706,1,ARSÈNE,2017,67,5
155707,1,ARSÈNE,2017,68,4
155708,1,ARSÈNE,2017,69,10
155709,1,ARSÈNE,2017,71,4
155710,1,ARSÈNE,2017,72,4
155711,1,ARSÈNE,2017,73,3
155712,1,ARSÈNE,2017,74,5
155713,1,ARSÈNE,2017,75,35
155714,1,ARSÈNE,2017,76,11
155715,1,ARSÈNE,2017,77,4
155716,1,ARSÈNE,2017,78,3
155717,1,ARSÈNE,2017,80,6
155718,1,ARSÈNE,2017,86,7
155719,1,ARSÈNE,2017,87,3
155720,1,ARSÈNE,2017,92,13
155721,1,ARSÈNE,2017,94,4
155722,1,ARSÈNE,2017,95,4
160587,1,ARTHUR,2017,01,19
160588,1,ARTHUR,2017,02,26
160589,1,ARTHUR,2017,03,12
160590,1,ARTHUR,2017,05,6
160591,1,ARTHUR,2017,06,45
160592,1,ARTHUR,2017,07,12
160593,1,ARTHUR,2017,08,9
160594,1,ARTHUR,2017,09,4
160595,1,ARTHUR,2017,10,9
160596,1,ARTHUR,2017,11,8
160597,1,ARTHUR,2017,12,7
160598,1,ARTHUR,2017,13,86
160599,1,ARTHUR,2017,14,47
160600,1,ARTHUR,2017,16,14
160601,1,ARTHUR,2017,17,36
160602,1,ARTHUR,2017,18,15
160603,1,ARTHUR,2017,19,11
160604,1,ARTHUR,2017,20,4
160605,1,ARTHUR,2017,21,42
160606,1,ARTHUR,2017,22,35
160607,1,ARTHUR,2017,23,4
160608,1,ARTHUR,2017,24,15
160609,1,ARTHUR,2017,25,27
160610,1,ARTHUR,2017,26,14
160611,1,ARTHUR,2017,27,11
160612,1,ARTHUR,2017,28,15
160613,1,ARTHUR,2017,29,43
160614,1,ARTHUR,2017,30,18
160615,1,ARTHUR,2017,31,97
160616,1,ARTHUR,2017,33,113
